timestamp,Open,High,Low,Close,Volume
2023-07-30 00:00:00,29339.10,29343.60,29336.70,29336.80,324.588
2023-07-30 00:05:00,29336.70,29336.80,29333.00,29334.50,248.923
2023-07-30 00:10:00,29334.50,29334.60,29324.00,29324.00,243.028
2023-07-30 00:15:00,29324.00,29341.60,29320.00,29341.50,362.641
2023-07-30 00:20:00,29341.60,29345.90,29319.00,29320.00,405.181
2023-07-30 00:25:00,29319.90,29320.00,29304.60,29319.40,382.427
2023-07-30 00:30:00,29319.40,29319.70,29310.40,29311.40,265.251
2023-07-30 00:35:00,29311.30,29326.10,29311.30,29326.10,153.952
2023-07-30 00:40:00,29326.00,29329.40,29326.00,29326.20,105.201
2023-07-30 00:45:00,29326.20,29326.30,29323.20,29323.20,120.712
2023-07-30 00:50:00,29323.30,29323.30,29318.40,29318.40,135.250
2023-07-30 00:55:00,29318.50,29337.00,29318.40,29337.00,337.290
2023-07-30 01:00:00,29336.90,29336.90,29329.20,29329.40,171.909
2023-07-30 01:05:00,29329.40,29334.90,29319.60,29319.60,229.580
2023-07-30 01:10:00,29319.50,29327.40,29319.50,29327.40,109.416
2023-07-30 01:15:00,29327.40,29330.90,29327.30,29330.90,103.734
2023-07-30 01:20:00,29330.90,29331.70,29310.70,29310.70,257.051
2023-07-30 01:25:00,29310.70,29325.00,29310.70,29325.00,113.606
2023-07-30 01:30:00,29324.90,29325.00,29313.00,29313.00,167.745
2023-07-30 01:35:00,29313.10,29322.70,29313.00,29313.10,187.989
2023-07-30 01:40:00,29313.00,29320.00,29313.00,29313.00,130.925
2023-07-30 01:45:00,29313.00,29313.10,29312.20,29313.00,87.339
2023-07-30 01:50:00,29313.10,29322.30,29313.00,29322.30,69.235
2023-07-30 01:55:00,29322.20,29322.30,29312.90,29313.00,132.232
2023-07-30 02:00:00,29313.00,29313.00,29302.80,29302.90,364.799
2023-07-30 02:05:00,29302.80,29314.90,29302.80,29306.20,256.369
2023-07-30 02:10:00,29306.20,29308.00,29302.30,29307.90,180.950
2023-07-30 02:15:00,29308.00,29310.40,29299.10,29302.00,357.623
2023-07-30 02:20:00,29302.00,29305.50,29294.40,29299.30,308.682
2023-07-30 02:25:00,29299.30,29300.00,29292.00,29292.00,133.059
2023-07-30 02:30:00,29292.10,29303.00,29292.00,29300.90,361.243
